vehicle_id,plant_code,assembly_line,shift,model,trim,part_id,actual_part_code,production_date,mismatch_reason
V00004,HMMA,Line_2,Night,SONATA,LIMITED,ECU,ECU_1,2024-08-02,
V00004,HMMA,Line_2,Night,SONATA,LIMITED,HEADLAMP,HL_HAL,2024-08-02,
V00004,HMMA,Line_2,Night,SONATA,LIMITED,WHEEL,WH_18,2024-08-02,
V00004,HMMA,Line_2,Night,SONATA,LIMITED,CAMERA,CAM_1,2024-08-02,
V00004,HMMA,Line_2,Night,SONATA,LIMITED,SENSOR,SNS_B,2024-08-02,
V00005,HMMA,Line_4,Night,SONATA,LIMITED,BATTERY,BAT_B,2024-07-08,
V00005,HMMA,Line_4,Night,SONATA,LIMITED,AIRBAG,ABG_Y,2024-07-08,
V00005,HMMA,Line_4,Night,SONATA,LIMITED,INFOTAINMENT,INF_V2,2024-07-08,
V00005,HMMA,Line_4,Night,SONATA,LIMITED,BRAKE,BRK_ENH,2024-07-08,
V00005,HMMA,Line_4,Night,SONATA,LIMITED,SEAT,ST_LEATHER,2024-07-08,
V00005,HMMA,Line_4,Night,SONATA,LIMITED,ECU,ECU_1,2024-07-08,
V00005,HMMA,Line_4,Night,SONATA,LIMITED,HEADLAMP,HL_HAL,2024-07-08,
V00005,HMMA,Line_4,Night,SONATA,LIMITED,WHEEL,WH_18,2024-07-08,
V00005,HMMA,Line_4,Night,SONATA,LIMITED,CAMERA,CAM_0,2024-07-08,EO_NOT_YET_ADOPTED
V00005,HMMA,Line_4,Night,SONATA,LIMITED,SENSOR,SNS_A,2024-07-08,EO_NOT_YET_ADOPTED
V00006,HMMA,Line_1,Day,SANTA_FE,SE,BATTERY,BAT_B,2024-08-08,EO_NOT_YET_ADOPTED
V00006,HMMA,Line_1,Day,SANTA_FE,SE,AIRBAG,ABG_Y,2024-08-08,
V00006,HMMA,Line_1,Day,SANTA_FE,SE,INFOTAINMENT,INF_V3,2024-08-08,
V00006,HMMA,Line_1,Day,SANTA_FE,SE,BRAKE,BRK_ENH,2024-08-08,
V00006,HMMA,Line_1,Day,SANTA_FE,SE,SEAT,ST_LEATHER,2024-08-08,
V00006,HMMA,Line_1,Day,SANTA_FE,SE,ECU,ECU_1,2024-08-08,
V00006,HMMA,Line_1,Day,SANTA_FE,SE,HEADLAMP,HL_HAL,2024-08-08,
V00006,HMMA,Line_1,Day,SANTA_FE,SE,WHEEL,WH_18,2024-08-08,
V00006,HMMA,Line_1,Day,SANTA_FE,SE,CAMERA,CAM_1,2024-08-08,
V00006,HMMA,Line_1,Day,SANTA_FE,SE,SENSOR,SNS_B,2024-08-08,
V00007,HMMA,Line_1,Day,SONATA,SE,BATTERY,BAT_B,2024-07-13,
V00007,HMMA,Line_1,Day,SONATA,SE,AIRBAG,ABG_Y,2024-07-13,
V00007,HMMA,Line_1,Day,SONATA,SE,INFOTAINMENT,INF_V2,2024-07-13,
V00007,HMMA,Line_1,Day,SONATA,SE,BRAKE,BRK_ENH,2024-07-13,
V00007,HMMA,Line_1,Day,SONATA,SE,SEAT,ST_LEATHER,2024-07-13,
V00007,HMMA,Line_1,Day,SONATA,SE,ECU,ECU_1,2024-07-13,
V00007,HMMA,Line_1,Day,SONATA,SE,HEADLAMP,HL_HAL,2024-07-13,
V00007,HMMA,Line_1,Day,SONATA,SE,WHEEL,WH_18,2024-07-13,
V00007,HMMA,Line_1,Day,SONATA,SE,CAMERA,CAM_1,2024-07-13,
V00007,HMMA,Line_1,Day,SONATA,SE,SENSOR,SNS_B,2024-07-13,
V00008,HMMA,Line_3,Night,ELANTRA,SE,BATTERY,BAT_B,2024-08-06,EO_NOT_YET_ADOPTED
V00008,HMMA,Line_3,Night,ELANTRA,SE,AIRBAG,ABG_Y,2024-08-06,
V00008,HMMA,Line_3,Night,ELANTRA,SE,INFOTAINMENT,INF_V3,2024-08-06,
V00008,HMMA,Line_3,Night,ELANTRA,SE,BRAKE,BRK_ENH,2024-08-06,
V00008,HMMA,Line_3,Night,ELANTRA,SE,SEAT,ST_LEATHER,2024-08-06,
V00008,HMMA,Line_3,Night,ELANTRA,SE,ECU,ECU_1,2024-08-06,
V00008,HMMA,Line_3,Night,ELANTRA,SE,HEADLAMP,HL_HAL,2024-08-06,
V00008,HMMA,Line_3,Night,ELANTRA,SE,WHEEL,WH_18,2024-08-06,
V00008,HMMA,Line_3,Night,ELANTRA,SE,CAMERA,CAM_1,2024-08-06,
V00008,HMMA,Line_3,Night,ELANTRA,SE,SENSOR,SNS_B,2024-08-06,
V00009,HMMA,Line_4,Day,SONATA,LIMITED,BATTERY,BAT_B,2024-06-30,
V00009,HMMA,Line_4,Day,SONATA,LIMITED,AIRBAG,ABG_Y,2024-06-30,
V00009,HMMA,Line_4,Day,SONATA,LIMITED,INFOTAINMENT,INF_V2,2024-06-30,
V00009,HMMA,Line_4,Day,SONATA,LIMITED,BRAKE,BRK_ENH,2024-06-30,
V00009,HMMA,Line_4,Day,SONATA,LIMITED,SEAT,ST_LEATHER,2024-06-30,
V00009,HMMA,Line_4,Day,SONATA,LIMITED,ECU,ECU_1,2024-06-30,
V00009,HMMA,Line_4,Day,SONATA,LIMITED,HEADLAMP,HL_HAL,2024-06-30,
V00009,HMMA,Line_4,Day,SONATA,LIMITED,WHEEL,WH_18,2024-06-30,
V00009,HMMA,Line_4,Day,SONATA,LIMITED,CAMERA,CAM_0,2024-06-30,EO_NOT_YET_ADOPTED
V00009,HMMA,Line_4,Day,SONATA,LIMITED,SENSOR,SNS_A,2024-06-30,
V00010,HMMA,Line_2,Day,ELANTRA,N_LINE,BATTERY,BAT_C,2024-08-22,
V00010,HMMA,Line_2,Day,ELANTRA,N_LINE,AIRBAG,ABG_Y,2024-08-22,
V00010,HMMA,Line_2,Day,ELANTRA,N_LINE,INFOTAINMENT,INF_V3,2024-08-22,
V00010,HMMA,Line_2,Day,ELANTRA,N_LINE,BRAKE,BRK_ENH,2024-08-22,
V00010,HMMA,Line_2,Day,ELANTRA,N_LINE,SEAT,ST_LEATHER,2024-08-22,
V00010,HMMA,Line_2,Day,ELANTRA,N_LINE,ECU,ECU_1,2024-08-22,
V00010,HMMA,Line_2,Day,ELANTRA,N_LINE,HEADLAMP,HL_HAL,2024-08-22,
V00010,HMMA,Line_2,Day,ELANTRA,N_LINE,WHEEL,WH_18,2024-08-22,
V00010,HMMA,Line_2,Day,ELANTRA,N_LINE,CAMERA,CAM_1,2024-08-22,
V00010,HMMA,Line_2,Day,ELANTRA,N_LINE,SENSOR,SNS_B,2024-08-22,
V00011,HMMA,Line_1,Day,SANTA_FE,SE,BATTERY,BAT_C,2024-08-11,
V00011,HMMA,Line_1,Day,SANTA_FE,SE,AIRBAG,ABG_Y,2024-08-11,
V00011,HMMA,Line_1,Day,SANTA_FE,SE,INFOTAINMENT,INF_V3,2024-08-11,
V00011,HMMA,Line_1,Day,SANTA_FE,SE,BRAKE,BRK_ENH,2024-08-11,
V00011,HMMA,Line_1,Day,SANTA_FE,SE,SEAT,ST_LEATHER,2024-08-11,
V00011,HMMA,Line_1,Day,SANTA_FE,SE,ECU,ECU_1,2024-08-11,
V00011,HMMA,Line_1,Day,SANTA_FE,SE,HEADLAMP,HL_HAL,2024-08-11,
V00011,HMMA,Line_1,Day,SANTA_FE,SE,WHEEL,WH_18,2024-08-11,
V00011,HMMA,Line_1,Day,SANTA_FE,SE,CAMERA,CAM_1,2024-08-11,
V00011,HMMA,Line_1,Day,SANTA_FE,SE,SENSOR,SNS_B,2024-08-11,
V00012,HMMA,Line_2,Day,SANTA_FE,LIMITED,BATTERY,BAT_B,2024-07-31,
V00012,HMMA,Line_2,Day,SANTA_FE,LIMITED,AIRBAG,ABG_Y,2024-07-31,
V00012,HMMA,Line_2,Day,SANTA_FE,LIMITED,INFOTAINMENT,INF_V3,2024-07-31,
V00012,HMMA,Line_2,Day,SANTA_FE,LIMITED,BRAKE,BRK_ENH,2024-07-31,
V00012,HMMA,Line_2,Day,SANTA_FE,LIMITED,SEAT,ST_LEATHER,2024-07-31,
V00012,HMMA,Line_2,Day,SANTA_FE,LIMITED,ECU,ECU_1,2024-07-31,
V00012,HMMA,Line_2,Day,SANTA_FE,LIMITED,HEADLAMP,HL_HAL,2024-07-31,
V00012,HMMA,Line_2,Day,SANTA_FE,LIMITED,WHEEL,WH_18,2024-07-31,
V00012,HMMA,Line_2,Day,SANTA_FE,LIMITED,CAMERA,CAM_1,2024-07-31,
V00012,HMMA,Line_2,Day,SANTA_FE,LIMITED,SENSOR,SNS_B,2024-07-31,
V00013,HMMA,Line_3,Day,TUCSON,SE,BATTERY,BAT_B,2024-07-19,
V00013,HMMA,Line_3,Day,TUCSON,SE,AIRBAG,ABG_Y,2024-07-19,
V00013,HMMA,Line_3,Day,TUCSON,SE,INFOTAINMENT,INF_V2,2024-07-19,EO_NOT_YET_ADOPTED
V00013,HMMA,Line_3,Day,TUCSON,SE,BRAKE,BRK_ENH,2024-07-19,
V00013,HMMA,Line_3,Day,TUCSON,SE,SEAT,ST_LEATHER,2024-07-19,
V00013,HMMA,Line_3,Day,TUCSON,SE,ECU,ECU_1,2024-07-19,
V00013,HMMA,Line_3,Day,TUCSON,SE,HEADLAMP,HL_HAL,2024-07-19,
V00013,HMMA,Line_3,Day,TUCSON,SE,WHEEL,WH_18,2024-07-19,
V00013,HMMA,Line_3,Day,TUCSON,SE,CAMERA,CAM_1,2024-07-19,
V00013,HMMA,Line_3,Day,TUCSON,SE,SENSOR,SNS_B,2024-07-19,
V00014,HMMA,Line_4,Night,ELANTRA,N_LINE,BATTERY,BAT_B,2024-06-09,
V00014,HMMA,Line_4,Night,ELANTRA,N_LINE,AIRBAG,ABG_Y,2024-06-09,
V00014,HMMA,Line_4,Night,ELANTRA,N_LINE,INFOTAINMENT,INF_V1,2024-06-09,
V00014,HMMA,Line_4,Night,ELANTRA,N_LINE,BRAKE,BRK_STD,2024-06-09,
V00014,HMMA,Line_4,Night,ELANTRA,N_LINE,SEAT,ST_FAB,2024-06-09,
V00014,HMMA,Line_4,Night,ELANTRA,N_LINE,ECU,ECU_1,2024-06-09,
V00014,HMMA,Line_4,Night,ELANTRA,N_LINE,HEADLAMP,HL_HAL,2024-06-09,
V00014,HMMA,Line_4,Night,ELANTRA,N_LINE,WHEEL,WH_17,2024-06-09,
V00014,HMMA,Line_4,Night,ELANTRA,N_LINE,CAMERA,CAM_0,2024-06-09,
V00014,HMMA,Line_4,Night,ELANTRA,N_LINE,SENSOR,SNS_A,2024-06-09,
V00015,HMMA,Line_2,Night,SANTA_FE,SEL,BATTERY,BAT_A,2024-06-03,EO_NOT_YET_ADOPTED
V00015,HMMA,Line_2,Night,SANTA_FE,SEL,AIRBAG,ABG_X,2024-06-03,
V00015,HMMA,Line_2,Night,SANTA_FE,SEL,INFOTAINMENT,INF_V1,2024-06-03,
V00015,HMMA,Line_2,Night,SANTA_FE,SEL,BRAKE,BRK_STD,2024-06-03,
V00015,HMMA,Line_2,Night,SANTA_FE,SEL,SEAT,ST_FAB,2024-06-03,
V00015,HMMA,Line_2,Night,SANTA_FE,SEL,ECU,ECU_1,2024-06-03,
V00015,HMMA,Line_2,Night,SANTA_FE,SEL,HEADLAMP,HL_HAL,2024-06-03,
V00015,HMMA,Line_2,Night,SANTA_FE,SEL,WHEEL,WH_17,2024-06-03,
V00015,HMMA,Line_2,Night,SANTA_FE,SEL,CAMERA,CAM_0,2024-06-03,
V00015,HMMA,Line_2,Night,SANTA_FE,SEL,SENSOR,SNS_A,2024-06-03,
V00016,HMMA,Line_4,Day,TUCSON,SE,BATTERY,BAT_B,2024-07-07,
V00016,HMMA,Line_4,Day,TUCSON,SE,AIRBAG,ABG_Y,2024-07-07,
V00016,HMMA,Line_4,Day,TUCSON,SE,INFOTAINMENT,INF_V2,2024-07-07,
V00016,HMMA,Line_4,Day,TUCSON,SE,BRAKE,BRK_ENH,2024-07-07,
V00016,HMMA,Line_4,Day,TUCSON,SE,SEAT,ST_LEATHER,2024-07-07,
V00016,HMMA,Line_4,Day,TUCSON,SE,ECU,ECU_1,2024-07-07,
V00016,HMMA,Line_4,Day,TUCSON,SE,HEADLAMP,HL_HAL,2024-07-07,
V00016,HMMA,Line_4,Day,TUCSON,SE,WHEEL,WH_18,2024-07-07,
V00016,HMMA,Line_4,Day,TUCSON,SE,CAMERA,CAM_0,2024-07-07,EO_NOT_YET_ADOPTED
V00016,HMMA,Line_4,Day,TUCSON,SE,SENSOR,SNS_A,2024-07-07,EO_NOT_YET_ADOPTED
V00017,HMMA,Line_2,Night,ELANTRA,SEL,BATTERY,BAT_C,2024-08-21,
V00017,HMMA,Line_2,Night,ELANTRA,SEL,AIRBAG,ABG_Y,2024-08-21,
V00017,HMMA,Line_2,Night,ELANTRA,SEL,INFOTAINMENT,INF_V3,2024-08-21,
V00017,HMMA,Line_2,Night,ELANTRA,SEL,BRAKE,BRK_ENH,2024-08-21,
V00017,HMMA,Line_2,Night,ELANTRA,SEL,SEAT,ST_LEATHER,2024-08-21,
V00017,HMMA,Line_2,Night,ELANTRA,SEL,ECU,ECU_1,2024-08-21,
V00017,HMMA,Line_2,Night,ELANTRA,SEL,HEADLAMP,HL_HAL,2024-08-21,
V00017,HMMA,Line_2,Night,ELANTRA,SEL,WHEEL,WH_18,2024-08-21,
V00017,HMMA,Line_2,Night,ELANTRA,SEL,CAMERA,CAM_1,2024-08-21,
V00017,HMMA,Line_2,Night,ELANTRA,SEL,SENSOR,SNS_B,2024-08-21,
V00018,HMMA,Line_1,Day,SONATA,SE,BATTERY,BAT_B,2024-07-27,
V00018,HMMA,Line_1,Day,SONATA,SE,AIRBAG,ABG_Y,2024-07-27,
V00018,HMMA,Line_1,Day,SONATA,SE,INFOTAINMENT,INF_V2,2024-07-27,EO_NOT_YET_ADOPTED
V00018,HMMA,Line_1,Day,SONATA,SE,BRAKE,BRK_ENH,2024-07-27,
V00018,HMMA,Line_1,Day,SONATA,SE,SEAT,ST_LEATHER,2024-07-27,
V00018,HMMA,Line_1,Day,SONATA,SE,ECU,ECU_1,2024-07-27,
V00018,HMMA,Line_1,Day,SONATA,SE,HEADLAMP,HL_HAL,2024-07-27,
V00018,HMMA,Line_1,Day,SONATA,SE,WHEEL,WH_18,2024-07-27,
V00018,HMMA,Line_1,Day,SONATA,SE,CAMERA,CAM_1,2024-07-27,
V00018,HMMA,Line_1,Day,SONATA,SE,SENSOR,SNS_B,2024-07-27,
V00019,HMMA,Line_1,Night,SANTA_FE,SE,BATTERY,BAT_C,2024-08-12,
V00019,HMMA,Line_1,Night,SANTA_FE,SE,AIRBAG,ABG_Y,2024-08-12,
V00019,HMMA,Line_1,Night,SANTA_FE,SE,INFOTAINMENT,INF_V3,2024-08-12,
V00019,HMMA,Line_1,Night,SANTA_FE,SE,BRAKE,BRK_ENH,2024-08-12,
V00019,HMMA,Line_1,Night,SANTA_FE,SE,SEAT,ST_LEATHER,2024-08-12,
V00019,HMMA,Line_1,Night,SANTA_FE,SE,ECU,ECU_1,2024-08-12,
V00019,HMMA,Line_1,Night,SANTA_FE,SE,HEADLAMP,HL_HAL,2024-08-12,
V00019,HMMA,Line_1,Night,SANTA_FE,SE,WHEEL,WH_18,2024-08-12,
V00019,HMMA,Line_1,Night,SANTA_FE,SE,CAMERA,CAM_1,2024-08-12,
V00019,HMMA,Line_1,Night,SANTA_FE,SE,SENSOR,SNS_B,2024-08-12,
V00020,HMMA,Line_3,Night,TUCSON,SEL,BATTERY,BAT_B,2024-08-10,EO_NOT_YET_ADOPTED
V00020,HMMA,Line_3,Night,TUCSON,SEL,AIRBAG,ABG_Y,2024-08-10,
V00020,HMMA,Line_3,Night,TUCSON,SEL,INFOTAINMENT,INF_V3,2024-08-10,
V00020,HMMA,Line_3,Night,TUCSON,SEL,BRAKE,BRK_ENH,2024-08-10,
V00020,HMMA,Line_3,Night,TUCSON,SEL,SEAT,ST_FAB,2024-08-10,ASSEMBLY_ERROR
V00020,HMMA,Line_3,Night,TUCSON,SEL,ECU,ECU_1,2024-08-10,
V00020,HMMA,Line_3,Night,TUCSON,SEL,HEADLAMP,HL_HAL,2024-08-10,
V00020,HMMA,Line_3,Night,TUCSON,SEL,WHEEL,WH_18,2024-08-10,
V00020,HMMA,Line_3,Night,TUCSON,SEL,CAMERA,CAM_1,2024-08-10,
V00020,HMMA,Line_3,Night,TUCSON,SEL,SENSOR,SNS_B,2024-08-10,
V00021,HMMA,Line_4,Day,TUCSON,SE,BATTERY,BAT_B,2024-06-21,
V00021,HMMA,Line_4,Day,TUCSON,SE,AIRBAG,ABG_Y,2024-06-21,
V00021,HMMA,Line_4,Day,TUCSON,SE,INFOTAINMENT,INF_V2,2024-06-21,
V00021,HMMA,Line_4,Day,TUCSON,SE,BRAKE,BRK_ENH,2024-06-21,
V00021,HMMA,Line_4,Day,TUCSON,SE,SEAT,ST_LEATHER,2024-06-21,
V00021,HMMA,Line_4,Day,TUCSON,SE,ECU,ECU_1,2024-06-21,
V00021,HMMA,Line_4,Day,TUCSON,SE,HEADLAMP,HL_HAL,2024-06-21,
V00021,HMMA,Line_4,Day,TUCSON,SE,WHEEL,WH_17,2024-06-21,
V00021,HMMA,Line_4,Day,TUCSON,SE,CAMERA,CAM_0,2024-06-21,
V00021,HMMA,Line_4,Day,TUCSON,SE,SENSOR,SNS_A,2024-06-21,
V00022,HMMA,Line_3,Day,SANTA_FE,LIMITED,BATTERY,BAT_B,2024-07-14,
V00022,HMMA,Line_3,Day,SANTA_FE,LIMITED,AIRBAG,ABG_Y,2024-07-14,
V00022,HMMA,Line_3,Day,SANTA_FE,LIMITED,INFOTAINMENT,INF_V2,2024-07-14,
V00022,HMMA,Line_3,Day,SANTA_FE,LIMITED,BRAKE,BRK_ENH,2024-07-14,
V00022,HMMA,Line_3,Day,SANTA_FE,LIMITED,SEAT,ST_LEATHER,2024-07-14,
V00022,HMMA,Line_3,Day,SANTA_FE,LIMITED,ECU,ECU_1,2024-07-14,
V00022,HMMA,Line_3,Day,SANTA_FE,LIMITED,HEADLAMP,HL_HAL,2024-07-14,
V00022,HMMA,Line_3,Day,SANTA_FE,LIMITED,WHEEL,WH_18,2024-07-14,
V00022,HMMA,Line_3,Day,SANTA_FE,LIMITED,CAMERA,CAM_1,2024-07-14,
V00022,HMMA,Line_3,Day,SANTA_FE,LIMITED,SENSOR,SNS_B,2024-07-14,
V00023,HMMA,Line_1,Night,SONATA,SEL,BATTERY,BAT_B,2024-06-18,
V00023,HMMA,Line_1,Night,SONATA,SEL,AIRBAG,ABG_Y,2024-06-18,
V00023,HMMA,Line_1,Night,SONATA,SEL,INFOTAINMENT,INF_V1,2024-06-18,EO_NOT_YET_ADOPTED
V00023,HMMA,Line_1,Night,SONATA,SEL,BRAKE,BRK_STD,2024-06-18,EO_NOT_YET_ADOPTED
V00023,HMMA,Line_1,Night,SONATA,SEL,SEAT,ST_FAB,2024-06-18,
V00023,HMMA,Line_1,Night,SONATA,SEL,ECU,ECU_1,2024-06-18,
V00023,HMMA,Line_1,Night,SONATA,SEL,HEADLAMP,HL_HAL,2024-06-18,
V00023,HMMA,Line_1,Night,SONATA,SEL,WHEEL,WH_17,2024-06-18,
V00023,HMMA,Line_1,Night,SONATA,SEL,CAMERA,CAM_0,2024-06-18,
V00023,HMMA,Line_1,Night,SONATA,SEL,SENSOR,SNS_A,2024-06-18,
V00024,HMMA,Line_2,Day,SONATA,LIMITED,BATTERY,BAT_B,2024-07-28,
V00024,HMMA,Line_2,Day,SONATA,LIMITED,AIRBAG,ABG_Y,2024-07-28,
V00024,HMMA,Line_2,Day,SONATA,LIMITED,INFOTAINMENT,INF_V3,2024-07-28,
V00024,HMMA,Line_2,Day,SONATA,LIMITED,BRAKE,BRK_ENH,2024-07-28,
V00024,HMMA,Line_2,Day,SONATA,LIMITED,SEAT,ST_LEATHER,2024-07-28,
V00024,HMMA,Line_2,Day,SONATA,LIMITED,ECU,ECU_1,2024-07-28,
V00024,HMMA,Line_2,Day,SONATA,LIMITED,HEADLAMP,HL_HAL,2024-07-28,
V00024,HMMA,Line_2,Day,SONATA,LIMITED,WHEEL,WH_18,2024-07-28,
V00024,HMMA,Line_2,Day,SONATA,LIMITED,CAMERA,CAM_1,2024-07-28,
V00024,HMMA,Line_2,Day,SONATA,LIMITED,SENSOR,SNS_B,2024-07-28,
V00025,HMMA,Line_4,Day,TUCSON,LIMITED,BATTERY,BAT_A,2024-06-01,EO_NOT_YET_ADOPTED
V00025,HMMA,Line_4,Day,TUCSON,LIMITED,AIRBAG,ABG_X,2024-06-01,
V00025,HMMA,Line_4,Day,TUCSON,LIMITED,INFOTAINMENT,INF_V1,2024-06-01,
V00025,HMMA,Line_4,Day,TUCSON,LIMITED,BRAKE,BRK_STD,2024-06-01,
V00025,HMMA,Line_4,Day,TUCSON,LIMITED,SEAT,ST_FAB,2024-06-01,
V00025,HMMA,Line_4,Day,TUCSON,LIMITED,ECU,ECU_1,2024-06-01,
V00025,HMMA,Line_4,Day,TUCSON,LIMITED,HEADLAMP,HL_HAL,2024-06-01,
V00025,HMMA,Line_4,Day,TUCSON,LIMITED,WHEEL,WH_17,2024-06-01,
V00025,HMMA,Line_4,Day,TUCSON,LIMITED,CAMERA,CAM_0,2024-06-01,
V00025,HMMA,Line_4,Day,TUCSON,LIMITED,SENSOR,SNS_A,2024-06-01,
V00026,HMMA,Line_3,Day,TUCSON,LIMITED,BATTERY,BAT_B,2024-07-19,
V00026,HMMA,Line_3,Day,TUCSON,LIMITED,AIRBAG,ABG_Y,2024-07-19,
V00026,HMMA,Line_3,Day,TUCSON,LIMITED,INFOTAINMENT,INF_V2,2024-07-19,EO_NOT_YET_ADOPTED
V00026,HMMA,Line_3,Day,TUCSON,LIMITED,BRAKE,BRK_ENH,2024-07-19,
V00026,HMMA,Line_3,Day,TUCSON,LIMITED,SEAT,ST_LEATHER,2024-07-19,
V00026,HMMA,Line_3,Day,TUCSON,LIMITED,ECU,ECU_1,2024-07-19,
V00026,HMMA,Line_3,Day,TUCSON,LIMITED,HEADLAMP,HL_HAL,2024-07-19,
V00026,HMMA,Line_3,Day,TUCSON,LIMITED,WHEEL,WH_18,2024-07-19,
V00026,HMMA,Line_3,Day,TUCSON,LIMITED,CAMERA,CAM_1,2024-07-19,
V00026,HMMA,Line_3,Day,TUCSON,LIMITED,SENSOR,SNS_B,2024-07-19,
V00027,HMMA,Line_2,Day,ELANTRA,N_LINE,BATTERY,BAT_C,2024-08-11,
V00027,HMMA,Line_2,Day,ELANTRA,N_LINE,AIRBAG,ABG_Y,2024-08-11,
V00027,HMMA,Line_2,Day,ELANTRA,N_LINE,INFOTAINMENT,INF_V3,2024-08-11,
V00027,HMMA,Line_2,Day,ELANTRA,N_LINE,BRAKE,BRK_ENH,2024-08-11,
V00027,HMMA,Line_2,Day,ELANTRA,N_LINE,SEAT,ST_LEATHER,2024-08-11,
V00027,HMMA,Line_2,Day,ELANTRA,N_LINE,ECU,ECU_1,2024-08-11,
V00027,HMMA,Line_2,Day,ELANTRA,N_LINE,HEADLAMP,HL_HAL,2024-08-11,
V00027,HMMA,Line_2,Day,ELANTRA,N_LINE,WHEEL,WH_18,2024-08-11,
V00027,HMMA,Line_2,Day,ELANTRA,N_LINE,CAMERA,CAM_1,2024-08-11,
V00027,HMMA,Line_2,Day,ELANTRA,N_LINE,SENSOR,SNS_B,2024-08-11,
V00028,HMMA,Line_2,Day,SONATA,SE,BATTERY,BAT_B,2024-06-28,
V00028,HMMA,Line_2,Day,SONATA,SE,AIRBAG,ABG_Y,2024-06-28,
V00028,HMMA,Line_2,Day,SONATA,SE,INFOTAINMENT,INF_V2,2024-06-28,
V00028,HMMA,Line_2,Day,SONATA,SE,BRAKE,BRK_ENH,2024-06-28,
V00028,HMMA,Line_2,Day,SONATA,SE,SEAT,ST_LEATHER,2024-06-28,
V00028,HMMA,Line_2,Day,SONATA,SE,ECU,ECU_1,2024-06-28,
V00028,HMMA,Line_2,Day,SONATA,SE,HEADLAMP,HL_HAL,2024-06-28,
V00028,HMMA,Line_2,Day,SONATA,SE,WHEEL,WH_17,2024-06-28,EO_NOT_YET_ADOPTED
V00028,HMMA,Line_2,Day,SONATA,SE,CAMERA,CAM_0,2024-06-28,
