date,supplier_id,part_id,plant_line,shift,qty_used,qty_received,lot_n,defect_n,severity_points,cost_usd,eo_active_flag_def,meas_n,oos_n,oos_rate,avg_deviation,abs_avg_deviation,eo_active_flag,defect_rate_per_1000,ppm,cost_per_1000_units,eo_flag,risk_score_v1
2025-07-02,S001,P0005,BodyLine-2,C,263,302,1,1.0,1.0,83.05,0.0,8,3,0.375,-0.0364375,0.22383750000000002,0,3.802281368821293,3802.2813688212927,315.7794676806083,0,41.161
2025-07-02,S001,P0017,ChassisLine-1,A,352,482,1,0.0,0.0,0.0,0.0,17,0,0.0,0.0010882352941176448,0.10255882352941176,0,0.0,0.0,0.0,0,0.0
2025-07-02,S001,P0021,ChassisLine-1,C,436,445,1,0.0,0.0,0.0,0.0,16,0,0.0,-0.06224375000000001,0.19915625,0,0.0,0.0,0.0,0,0.0
2025-07-02,S001,P0033,BodyLine-2,B,470,486,1,0.0,0.0,0.0,0.0,16,0,0.0,0.029031249999999995,0.23245624999999998,0,0.0,0.0,0.0,0,0.0
2025-07-02,S003,P0014,Final-1,C,97,138,1,0.0,0.0,0.0,0.0,11,0,0.0,-0.1599909090909091,0.2284272727272727,0,0.0,0.0,0.0,0,0.0
2025-07-02,S003,P0028,ChassisLine-1,A,220,234,1,0.0,0.0,0.0,0.0,8,0,0.0,0.071125,0.18722499999999997,0,0.0,0.0,0.0,0,0.0
2025-07-02,S003,P0036,ChassisLine-1,B,352,487,1,1.0,2.0,38.41,0.0,12,0,0.0,-0.06236666666666666,0.30106666666666665,0,2.840909090909091,2840.909090909091,109.11931818181817,0,4.7682
2025-07-02,S004,P0023,Final-1,B,146,151,1,0.0,0.0,0.0,0.0,11,0,0.0,-0.014463636363636366,0.13828181818181817,0,0.0,0.0,0.0,0,0.0
2025-07-02,S005,P0027,TrimLine-1,A,339,419,1,0.0,0.0,0.0,0.0,10,2,0.2,0.08329,0.21029,0,0.0,0.0,0.0,0,20.0
2025-07-02,S005,P0032,ChassisLine-1,A,433,444,1,0.0,0.0,0.0,0.0,19,0,0.0,-0.016978947368421055,0.07725263157894735,0,0.0,0.0,0.0,0,0.0
2025-07-02,S006,P0004,TrimLine-1,A,403,476,1,0.0,0.0,0.0,0.0,5,0,0.0,-0.04340000000000001,0.14204,0,0.0,0.0,0.0,0,0.0
2025-07-02,S006,P0019,BodyLine-1,C,197,221,1,0.0,0.0,0.0,0.0,16,2,0.125,-0.0390625,0.3280125,0,0.0,0.0,0.0,0,12.5
2025-07-02,S006,P0020,ChassisLine-1,B,320,371,1,0.0,0.0,0.0,0.0,16,0,0.0,0.005743749999999999,0.09244374999999999,0,0.0,0.0,0.0,0,0.0
2025-07-02,S006,P0031,BodyLine-1,B,292,393,1,0.0,0.0,0.0,0.0,21,0,0.0,0.013738095238095237,0.09608095238095236,0,0.0,0.0,0.0,0,0.0
2025-07-02,S007,P0003,BodyLine-1,B,331,371,1,0.0,0.0,0.0,0.0,19,0,0.0,0.05902105263157895,0.19607368421052632,0,0.0,0.0,0.0,0,0.0
2025-07-02,S007,P0007,BodyLine-2,A,405,496,1,0.0,0.0,0.0,0.0,14,0,0.0,-0.06477857142857144,0.12952142857142857,0,0.0,0.0,0.0,0,0.0
2025-07-02,S007,P0013,ChassisLine-1,B,396,426,1,0.0,0.0,0.0,0.0,20,0,0.0,0.013394999999999999,0.23193499999999995,0,0.0,0.0,0.0,0,0.0
2025-07-02,S008,P0015,ChassisLine-1,B,249,347,1,0.0,0.0,0.0,0.0,8,0,0.0,0.045075000000000004,0.1616,0,0.0,0.0,0.0,0,0.0
2025-07-02,S009,P0006,Final-1,A,305,378,1,0.0,0.0,0.0,0.0,8,0,0.0,-0.1726625,0.1802625,0,0.0,0.0,0.0,0,0.0
2025-07-02,S009,P0030,Final-1,A,428,440,1,0.0,0.0,0.0,0.0,9,0,0.0,0.06496666666666667,0.1272111111111111,0,0.0,0.0,0.0,0,0.0
2025-07-02,S010,P0002,TrimLine-1,A,163,229,1,0.0,0.0,0.0,0.0,6,0,0.0,-0.03500000000000001,0.2478,0,0.0,0.0,0.0,0,0.0
2025-07-02,S010,P0025,TrimLine-1,B,342,353,1,0.0,0.0,0.0,0.0,7,0,0.0,0.053771428571428574,0.25068571428571423,0,0.0,0.0,0.0,0,0.0
2025-07-02,S011,P0011,TrimLine-1,A,242,282,1,0.0,0.0,0.0,0.0,7,0,0.0,-0.03911428571428571,0.12665714285714286,0,0.0,0.0,0.0,0,0.0
2025-07-02,S012,P0026,BodyLine-2,B,102,132,1,0.0,0.0,0.0,0.0,20,0,0.0,-0.076565,0.15266500000000002,0,0.0,0.0,0.0,0,0.0
2025-07-03,S001,P0001,TrimLine-1,A,322,345,1,0.0,0.0,0.0,0.0,4,1,0.25,0.16085,0.27445,0,0.0,0.0,0.0,0,25.0
2025-07-03,S001,P0005,BodyLine-2,A,222,265,1,0.0,0.0,0.0,0.0,12,0,0.0,0.022366666666666663,0.09298333333333332,0,0.0,0.0,0.0,0,0.0
2025-07-03,S001,P0017,ChassisLine-1,A,276,334,1,0.0,0.0,0.0,0.0,9,2,0.2222222222222222,0.02568888888888889,0.28846666666666665,0,0.0,0.0,0.0,0,22.22222222222222
2025-07-03,S001,P0018,Final-1,B,230,262,1,0.0,0.0,0.0,0.0,8,0,0.0,0.017575,0.06664999999999999,0,0.0,0.0,0.0,0,0.0
2025-07-03,S001,P0021,ChassisLine-1,A,298,325,1,0.0,0.0,0.0,0.0,8,0,0.0,-0.10087499999999999,0.17945,0,0.0,0.0,0.0,0,0.0
2025-07-03,S001,P0033,BodyLine-2,A,212,230,1,0.0,0.0,0.0,0.0,13,0,0.0,-0.026561538461538463,0.08313076923076923,0,0.0,0.0,0.0,0,0.0
2025-07-03,S003,P0014,TrimLine-1,A,288,339,1,0.0,0.0,0.0,0.0,11,0,0.0,0.018754545454545454,0.19368181818181818,0,0.0,0.0,0.0,0,0.0
2025-07-03,S003,P0028,ChassisLine-1,B,292,408,1,1.0,1.0,85.53,0.0,12,0,0.0,-0.11715833333333332,0.16170833333333334,0,3.4246575342465753,3424.6575342465753,292.91095890410963,0,3.7106000000000003
2025-07-03,S004,P0023,TrimLine-1,A,145,187,1,0.0,0.0,0.0,0.0,8,0,0.0,-0.0806375,0.11296250000000001,0,0.0,0.0,0.0,0,0.0
2025-07-03,S005,P0010,BodyLine-2,A,158,167,1,0.0,0.0,0.0,0.0,21,0,0.0,0.010595238095238097,0.16150952380952383,0,0.0,0.0,0.0,0,0.0
2025-07-03,S005,P0032,ChassisLine-1,A,295,303,1,0.0,0.0,0.0,0.0,9,4,0.4444444444444444,0.07557777777777779,0.23488888888888892,0,0.0,0.0,0.0,0,44.44444444444444
2025-07-03,S005,P0035,BodyLine-1,A,410,490,1,1.0,1.0,40.66,0.0,16,0,0.0,0.008568750000000002,0.16350625000000002,0,2.4390243902439024,2439.0243902439024,99.17073170731706,0,2.8132
2025-07-03,S006,P0004,Final-1,B,167,216,1,0.0,0.0,0.0,0.0,8,0,0.0,-0.053725,0.238775,0,0.0,0.0,0.0,0,0.0
2025-07-03,S006,P0019,BodyLine-1,A,130,156,1,0.0,0.0,0.0,0.0,8,0,0.0,-0.1951375,0.1974625,0,0.0,0.0,0.0,0,0.0
2025-07-03,S006,P0020,ChassisLine-1,B,241,324,1,0.0,0.0,0.0,0.0,19,0,0.0,-0.019110526315789474,0.08777368421052631,0,0.0,0.0,0.0,0,0.0
2025-07-03,S006,P0034,BodyLine-1,A,416,479,1,0.0,0.0,0.0,0.0,19,0,0.0,0.04013157894736842,0.12145789473684214,0,0.0,0.0,0.0,0,0.0
2025-07-03,S007,P0007,BodyLine-2,B,124,132,1,0.0,0.0,0.0,0.0,20,0,0.0,-0.05976,0.19525,0,0.0,0.0,0.0,0,0.0
2025-07-03,S007,P0013,ChassisLine-1,B,214,292,1,0.0,0.0,0.0,0.0,18,0,0.0,0.09874444444444444,0.13585555555555553,0,0.0,0.0,0.0,0,0.0
2025-07-03,S008,P0015,ChassisLine-1,B,146,193,1,0.0,0.0,0.0,0.0,9,0,0.0,-0.006322222222222223,0.1213888888888889,0,0.0,0.0,0.0,0,0.0
2025-07-03,S008,P0029,Final-1,A,294,329,1,0.0,0.0,0.0,0.0,8,0,0.0,0.1,0.327125,0,0.0,0.0,0.0,0,0.0
2025-07-03,S009,P0006,Final-1,A,153,175,1,0.0,0.0,0.0,0.0,7,0,0.0,0.27871428571428575,0.37631428571428577,0,0.0,0.0,0.0,0,0.0
2025-07-03,S010,P0002,TrimLine-1,C,195,214,1,0.0,0.0,0.0,0.0,9,0,0.0,0.05867777777777778,0.1374777777777778,0,0.0,0.0,0.0,0,0.0
2025-07-03,S010,P0025,TrimLine-1,B,442,509,1,0.0,0.0,0.0,0.0,10,0,0.0,-0.14668,0.20368,0,0.0,0.0,0.0,0,0.0
2025-07-03,S011,P0009,BodyLine-1,A,175,203,1,0.0,0.0,0.0,0.0,15,1,0.06666666666666667,0.01926666666666666,0.14764,0,0.0,0.0,0.0,0,6.666666666666667
2025-07-03,S011,P0011,Final-1,A,288,334,1,0.0,0.0,0.0,0.0,7,0,0.0,-0.017642857142857144,0.11732857142857142,0,0.0,0.0,0.0,0,0.0
2025-07-03,S012,P0022,ChassisLine-1,A,245,258,1,0.0,0.0,0.0,0.0,12,0,0.0,-0.02950833333333333,0.13224166666666667,0,0.0,0.0,0.0,0,0.0
2025-07-03,S012,P0026,BodyLine-1,A,385,405,1,0.0,0.0,0.0,0.0,16,0,0.0,-0.040124999999999994,0.1817625,0,0.0,0.0,0.0,0,0.0
2025-07-04,S001,P0001,Final-1,B,151,181,1,1.0,2.0,84.44,0.0,4,1,0.25,-0.08915,0.08915000000000001,0,6.622516556291391,6622.516556291391,559.205298013245,0,30.6888
2025-07-04,S001,P0018,Final-1,A,122,175,1,0.0,0.0,0.0,0.0,10,2,0.2,0.040150000000000005,0.18429,0,0.0,0.0,0.0,0,20.0
2025-07-04,S001,P0021,ChassisLine-1,A,380,470,1,0.0,0.0,0.0,0.0,18,0,0.0,0.04704444444444445,0.1755,0,0.0,0.0,0.0,0,0.0
2025-07-04,S001,P0033,BodyLine-1,B,326,386,1,0.0,0.0,0.0,0.0,8,0,0.0,-0.10946249999999999,0.1619875,0,0.0,0.0,0.0,0,0.0
2025-07-04,S002,P0024,TrimLine-1,A,234,276,1,0.0,0.0,0.0,0.0,4,0,0.0,0.19545,0.19545,0,0.0,0.0,0.0,0,0.0
2025-07-04,S003,P0014,TrimLine-1,A,406,515,1,0.0,0.0,0.0,0.0,5,0,0.0,-0.11792,0.23436000000000004,0,0.0,0.0,0.0,0,0.0
2025-07-04,S003,P0028,ChassisLine-1,A,179,211,1,0.0,0.0,0.0,0.0,13,0,0.0,0.009399999999999999,0.07196923076923076,0,0.0,0.0,0.0,0,0.0
2025-07-04,S003,P0036,ChassisLine-1,B,408,439,1,0.0,0.0,0.0,0.0,11,1,0.09090909090909091,0.05018181818181819,0.21727272727272728,0,0.0,0.0,0.0,0,9.090909090909092
2025-07-04,S005,P0032,ChassisLine-1,A,268,309,1,0.0,0.0,0.0,0.0,15,0,0.0,-0.024166666666666666,0.08753999999999999,0,0.0,0.0,0.0,0,0.0
2025-07-04,S005,P0035,BodyLine-2,B,385,405,1,0.0,0.0,0.0,0.0,10,0,0.0,-0.001470000000000006,0.17603,0,0.0,0.0,0.0,0,0.0
2025-07-04,S006,P0004,TrimLine-1,A,457,491,1,1.0,1.0,74.88,0.0,9,1,0.1111111111111111,-0.04906666666666667,0.46082222222222224,0,2.1881838074398248,2188.1838074398247,163.8512035010941,0,14.608711111111111
2025-07-04,S006,P0019,BodyLine-2,A,321,427,1,0.0,0.0,0.0,0.0,10,0,0.0,-0.09630000000000001,0.1316,0,0.0,0.0,0.0,0,0.0
2025-07-04,S006,P0031,BodyLine-2,A,481,493,1,0.0,0.0,0.0,0.0,8,5,0.625,0.132775,0.2551,0,0.0,0.0,0.0,0,62.5
2025-07-04,S006,P0034,BodyLine-1,B,367,402,1,0.0,0.0,0.0,0.0,9,0,0.0,0.11110000000000002,0.19858888888888887,0,0.0,0.0,0.0,0,0.0
2025-07-04,S007,P0003,BodyLine-2,A,132,146,1,0.0,0.0,0.0,0.0,11,0,0.0,0.07450909090909091,0.12352727272727272,0,0.0,0.0,0.0,0,0.0
2025-07-04,S007,P0013,ChassisLine-1,A,244,290,1,0.0,0.0,0.0,0.0,11,0,0.0,-0.024663636363636356,0.2617181818181818,0,0.0,0.0,0.0,0,0.0
2025-07-04,S007,P0016,BodyLine-1,A,352,419,1,0.0,0.0,0.0,0.0,11,0,0.0,0.05600909090909092,0.18711818181818182,0,0.0,0.0,0.0,0,0.0
2025-07-04,S008,P0015,ChassisLine-1,A,228,253,1,1.0,1.0,93.17,0.0,21,1,0.047619047619047616,-0.020509523809523807,0.12309047619047618,0,4.385964912280701,4385.964912280701,408.640350877193,0,8.625304761904761
2025-07-04,S011,P0009,BodyLine-1,B,220,267,1,0.0,0.0,0.0,0.0,13,1,0.07692307692307693,0.11806923076923079,0.24040769230769232,0,0.0,0.0,0.0,0,7.6923076923076925
2025-07-04,S012,P0026,BodyLine-2,A,402,432,1,0.0,0.0,0.0,0.0,18,0,0.0,0.02250555555555556,0.16047222222222224,0,0.0,0.0,0.0,0,0.0
2025-07-05,S001,P0001,Final-1,A,150,154,1,1.0,2.0,234.56,0.0,10,5,0.5,-0.008809999999999997,0.19266999999999998,0,6.666666666666667,6666.666666666667,1563.7333333333333,0,58.6912
2025-07-05,S001,P0005,BodyLine-1,A,268,285,1,0.0,0.0,0.0,0.0,20,5,0.25,0.033645,0.14606500000000003,0,0.0,0.0,0.0,0,25.0
2025-07-05,S001,P0017,ChassisLine-1,C,188,219,1,0.0,0.0,0.0,0.0,10,2,0.2,-0.004800000000000004,0.23603999999999997,0,0.0,0.0,0.0,0,20.0
2025-07-05,S001,P0018,TrimLine-1,B,261,372,1,0.0,0.0,0.0,0.0,8,4,0.5,0.10568749999999999,0.2053625,0,0.0,0.0,0.0,0,50.0
2025-07-05,S001,P0021,ChassisLine-1,C,298,402,1,0.0,0.0,0.0,0.0,13,0,0.0,-0.04873846153846154,0.22561538461538463,0,0.0,0.0,0.0,0,0.0
2025-07-05,S001,P0033,BodyLine-2,B,357,484,1,0.0,0.0,0.0,0.0,14,0,0.0,0.03391428571428571,0.17715714285714285,0,0.0,0.0,0.0,0,0.0
2025-07-05,S002,P0024,TrimLine-1,A,197,243,1,0.0,0.0,0.0,0.0,10,0,0.0,0.1417,0.34162000000000003,0,0.0,0.0,0.0,0,0.0
2025-07-05,S003,P0028,ChassisLine-1,C,309,346,1,0.0,0.0,0.0,0.0,11,2,0.18181818181818182,0.04993636363636364,0.25370000000000004,0,0.0,0.0,0.0,0,18.181818181818183
2025-07-05,S003,P0036,ChassisLine-1,B,296,362,1,0.0,0.0,0.0,0.0,15,0,0.0,-0.04290666666666667,0.16174666666666668,0,0.0,0.0,0.0,0,0.0
2025-07-05,S004,P0023,TrimLine-1,A,362,479,1,0.0,0.0,0.0,0.0,11,0,0.0,-0.17099999999999999,0.4263454545454545,0,0.0,0.0,0.0,0,0.0
2025-07-05,S005,P0027,TrimLine-1,A,309,441,1,0.0,0.0,0.0,0.0,7,2,0.2857142857142857,0.09525714285714286,0.18242857142857144,0,0.0,0.0,0.0,0,28.57142857142857
2025-07-05,S005,P0032,ChassisLine-1,B,213,237,1,0.0,0.0,0.0,0.0,11,0,0.0,-0.048,0.09907272727272726,0,0.0,0.0,0.0,0,0.0
2025-07-05,S005,P0035,BodyLine-2,B,240,296,1,0.0,0.0,0.0,0.0,12,0,0.0,-0.022433333333333333,0.11288333333333332,0,0.0,0.0,0.0,0,0.0
2025-07-05,S006,P0019,BodyLine-2,B,119,127,1,0.0,0.0,0.0,0.0,8,0,0.0,-0.08827499999999999,0.1853,0,0.0,0.0,0.0,0,0.0
2025-07-05,S006,P0020,ChassisLine-1,C,255,306,1,0.0,0.0,0.0,0.0,8,0,0.0,0.0315625,0.1998375,0,0.0,0.0,0.0,0,0.0
2025-07-05,S006,P0031,BodyLine-1,B,253,271,1,0.0,0.0,0.0,0.0,8,0,0.0,-0.035975,0.11195000000000001,0,0.0,0.0,0.0,0,0.0
2025-07-05,S007,P0007,BodyLine-2,B,232,280,1,0.0,0.0,0.0,0.0,15,1,0.06666666666666667,-0.04311333333333334,0.23041999999999999,0,0.0,0.0,0.0,0,6.666666666666667
2025-07-05,S007,P0008,ChassisLine-1,A,292,363,1,1.0,2.0,158.19,0.0,13,0,0.0,0.0735,0.20759230769230766,0,3.4246575342465753,3424.6575342465753,541.7465753424657,0,7.1638
2025-07-05,S007,P0016,BodyLine-1,B,422,510,1,0.0,0.0,0.0,0.0,15,0,0.0,0.08671999999999999,0.2462533333333333,0,0.0,0.0,0.0,0,0.0
2025-07-05,S008,P0015,ChassisLine-1,C,251,354,1,0.0,0.0,0.0,0.0,20,3,0.15,-0.020730000000000005,0.16695,0,0.0,0.0,0.0,0,15.0
2025-07-05,S008,P0029,TrimLine-1,A,479,513,1,0.0,0.0,0.0,0.0,4,0,0.0,-0.134,0.17095000000000002,0,0.0,0.0,0.0,0,0.0
2025-07-05,S009,P0006,Final-1,B,198,252,1,0.0,0.0,0.0,0.0,5,0,0.0,-0.020660000000000005,0.23462,0,0.0,0.0,0.0,0,0.0
2025-07-05,S012,P0022,ChassisLine-1,A,104,133,1,0.0,0.0,0.0,0.0,14,0,0.0,0.029585714285714288,0.19839999999999997,0,0.0,0.0,0.0,0,0.0
2025-07-05,S012,P0026,BodyLine-1,A,435,456,1,0.0,0.0,0.0,0.0,14,0,0.0,0.023135714285714287,0.18843571428571426,0,0.0,0.0,0.0,0,0.0
2025-07-06,S001,P0001,TrimLine-1,A,355,485,1,0.0,0.0,0.0,0.0,5,4,0.8,-0.06278,0.30554,0,0.0,0.0,0.0,0,80.0
2025-07-06,S001,P0005,BodyLine-2,B,118,146,1,0.0,0.0,0.0,0.0,13,2,0.15384615384615385,-0.07621538461538462,0.13024615384615384,0,0.0,0.0,0.0,0,15.384615384615385
2025-07-06,S001,P0012,TrimLine-1,B,351,364,1,1.0,2.0,81.26,0.0,5,0,0.0,0.013500000000000002,0.07842,0,2.849002849002849,2849.002849002849,231.5099715099715,0,5.6252
2025-07-06,S001,P0018,TrimLine-1,A,142,156,1,0.0,0.0,0.0,0.0,7,2,0.2857142857142857,0.15585714285714286,0.21105714285714283,0,0.0,0.0,0.0,0,28.57142857142857
2025-07-06,S001,P0033,BodyLine-1,B,370,455,1,0.0,0.0,0.0,0.0,19,0,0.0,-0.03196315789473684,0.08584736842105263,0,0.0,0.0,0.0,0,0.0
2025-07-06,S002,P0024,TrimLine-1,A,228,237,1,0.0,0.0,0.0,0.0,5,0,0.0,0.036520000000000004,0.1122,0,0.0,0.0,0.0,0,0.0
2025-07-06,S003,P0014,TrimLine-1,B,447,494,1,1.0,2.0,95.06,0.0,10,1,0.1,0.10913999999999999,0.29992,0,2.237136465324385,2237.1364653243845,212.662192393736,0,15.9012
2025-07-06,S003,P0028,ChassisLine-1,B,319,360,1,0.0,0.0,0.0,0.0,11,0,0.0,0.010318181818181817,0.14517272727272726,0,0.0,0.0,0.0,0,0.0
2025-07-06,S005,P0010,BodyLine-2,B,236,258,1,0.0,0.0,0.0,0.0,13,0,0.0,-0.0009076923076923033,0.23533846153846152,0,0.0,0.0,0.0,0,0.0
2025-07-06,S005,P0027,TrimLine-1,B,372,416,1,0.0,0.0,0.0,0.0,8,3,0.375,0.21025,0.267225,0,0.0,0.0,0.0,0,37.5
2025-07-06,S005,P0032,ChassisLine-1,A,413,470,1,0.0,0.0,0.0,0.0,10,3,0.3,0.09057,0.23811,0,0.0,0.0,0.0,0,30.0
2025-07-06,S005,P0035,BodyLine-2,C,354,446,1,0.0,0.0,0.0,0.0,15,0,0.0,0.09564,0.19409333333333334,0,0.0,0.0,0.0,0,0.0
2025-07-06,S006,P0031,BodyLine-2,B,103,138,1,0.0,0.0,0.0,0.0,17,3,0.17647058823529413,0.008276470588235293,0.17121764705882356,0,0.0,0.0,0.0,0,17.647058823529413
2025-07-06,S006,P0034,BodyLine-1,A,249,335,1,0.0,0.0,0.0,0.0,14,0,0.0,-0.04536428571428573,0.37889285714285714,0,0.0,0.0,0.0,0,0.0
2025-07-06,S007,P0007,BodyLine-1,B,388,414,1,0.0,0.0,0.0,0.0,17,0,0.0,0.016211764705882353,0.09230588235294118,0,0.0,0.0,0.0,0,0.0
2025-07-06,S007,P0013,ChassisLine-1,A,453,480,1,0.0,0.0,0.0,0.0,15,0,0.0,-0.07172666666666666,0.27975333333333335,0,0.0,0.0,0.0,0,0.0
2025-07-06,S007,P0016,BodyLine-2,B,141,165,1,0.0,0.0,0.0,0.0,17,0,0.0,0.026600000000000002,0.1356235294117647,0,0.0,0.0,0.0,0,0.0
2025-07-06,S008,P0015,ChassisLine-1,A,234,271,1,0.0,0.0,0.0,0.0,18,8,0.4444444444444444,-0.10002222222222222,0.2513222222222222,0,0.0,0.0,0.0,0,44.44444444444444
2025-07-06,S009,P0030,Final-1,B,142,202,1,0.0,0.0,0.0,0.0,9,0,0.0,0.1986888888888889,0.4159111111111111,0,0.0,0.0,0.0,0,0.0
2025-07-06,S010,P0002,TrimLine-1,C,359,439,1,0.0,0.0,0.0,0.0,5,0,0.0,0.07184,0.10752000000000002,0,0.0,0.0,0.0,0,0.0
2025-07-06,S010,P0025,TrimLine-1,A,163,175,1,0.0,0.0,0.0,0.0,5,0,0.0,-0.07578,0.07777999999999999,0,0.0,0.0,0.0,0,0.0
2025-07-06,S011,P0009,BodyLine-2,A,428,480,1,0.0,0.0,0.0,0.0,11,4,0.36363636363636365,0.13685454545454545,0.28065454545454543,0,0.0,0.0,0.0,0,36.36363636363637
2025-07-06,S012,P0026,BodyLine-1,A,187,235,1,0.0,0.0,0.0,0.0,10,0,0.0,-0.0445,0.0912,0,0.0,0.0,0.0,0,0.0
2025-07-07,S001,P0001,TrimLine-1,A,262,273,1,1.0,2.0,205.51,0.0,11,8,0.7272727272727273,-0.040345454545454545,0.23738181818181817,0,3.8167938931297707,3816.793893129771,784.3893129770993,0,80.83747272727274
2025-07-07,S001,P0005,BodyLine-1,C,237,260,1,0.0,0.0,0.0,0.0,20,9,0.45,0.03155,0.21742,0,0.0,0.0,0.0,0,45.0
2025-07-07,S001,P0012,TrimLine-1,A,268,311,1,0.0,0.0,0.0,0.0,4,0,0.0,-0.06899999999999999,0.18034999999999998,0,0.0,0.0,0.0,0,0.0
2025-07-07,S001,P0017,ChassisLine-1,B,274,290,1,0.0,0.0,0.0,0.0,12,0,0.0,0.017524999999999995,0.12919166666666668,0,0.0,0.0,0.0,0,0.0
2025-07-07,S001,P0018,TrimLine-1,B,288,328,1,0.0,0.0,0.0,0.0,11,7,0.6363636363636364,-0.15973636363636362,0.3296454545454546,0,0.0,0.0,0.0,0,63.63636363636363
2025-07-07,S002,P0024,Final-1,A,131,163,1,0.0,0.0,0.0,0.0,7,0,0.0,0.10827142857142857,0.1781857142857143,0,0.0,0.0,0.0,0,0.0
